type,timestamp,asn1
SRM,1758170363663,001D2672DBCB8000010090BD480480C00FD4C0C0BC8D9853000B534E3CF10B29DA7C5460E484706C80
SRM,1758170363664,001D2672DBCB8000010090BD480480C00FD4C0C0BC8D9853000B534E3CF10B29DA7C5460E484706C80
SRM,1758170363673,001D2672DBCB8000010090BD480480C00FD4C0C0BC8D9853000B534E3CF10B29DA7C5460E484706C80
SSM,1758170364509,001E1865B7975DC0EE00C0BD480C95E46CC2980408203003F53020
SRM,1758170364666,001D2672DBCB8000020090BD480480C00FD4C0C0BC8D9853000B534E3CB54B29DA1B1460A3F0706B00
SRM,1758170364667,001D2672DBCB8000020090BD480480C00FD4C0C0BC8D9853000B534E3CB54B29DA1B1460A3F0706B00
SRM,1758170364672,001D2672DBCB8000020090BD480480C00FD4C0C0BC8D9853000B534E3CB54B29DA1B1460A3F0706B00
SSM,1758170365490,001E1865B79761A8F000C0BD480C95E46CC2980408203003F53020
SRM,1758170365637,001D2672DBCB8000030090BD480480C00FD4C0C0BC8D9853000B534E3C6D0B29D9BB9460A304707600
SRM,1758170365638,001D2672DBCB8000030090BD480480C00FD4C0C0BC8D9853000B534E3C6D0B29D9BB9460A304707600
SRM,1758170365650,001D2672DBCB8000030090BD480480C00FD4C0C0BC8D9853000B534E3C6D0B29D9BB9460A304707600
SSM,1758170366531,001E1865B7976590F200C0BD480C95E46CC2980408203003F53020
SRM,1758170366648,001D2672DBCB8000040090BD480480C00FD4C0C0BC8D9853000B534E3C0E8B29D95A9460A1C8708D80
SRM,1758170366649,001D2672DBCB8000040090BD480480C00FD4C0C0BC8D9853000B534E3C0E8B29D95A9460A1C8708D80
SRM,1758170366657,001D2672DBCB8000040090BD480480C00FD4C0C0BC8D9853000B534E3C0E8B29D95A9460A1C8708D80
SRM,1758170367459,001D2F72DBCB8000070890BD480880B011D4C0242F5201603003F530302F236614C002D4D38EE892CA76411518282F1C2900
SRM,1758170367460,001D2F72DBCB8000070890BD480880B011D4C0242F5201603003F530302F236614C002D4D38EE892CA76411518282F1C2900
SRM,1758170367460,001D2F72DBCB8000070890BD480880B011D4C0242F5201603003F530302F236614C002D4D38EE892CA76411518282F1C2900
SSM,1758170367581,001E1865B7976978F400C8BD480C95E46CC2980838202C04753010
SRM,1758170368462,001D2F72DBCB8000080890BD480880B011D4C0242F5201603003F530302F236614C002D4D38EC5B2CA762A251838001C2D80
SRM,1758170368490,001D2F72DBCB8000080890BD480880B011D4C0242F5201603003F530302F236614C002D4D38EC5B2CA762A251838001C2D80
SRM,1758170368490,001D2F72DBCB8000080890BD480880B011D4C0242F5201603003F530302F236614C002D4D38EC5B2CA762A251838001C2D80
SSM,1758170368611,001E1865B7976D60F600D0BD480C95E46CC2980838202C04753020
SRM,1758170369461,001D2F72DBCB8000090890BD480880B011D4C0242F5201603003F530302F236614C002D4D38E9F12CA7614551857EA1C3080
SRM,1758170369464,001D2F72DBCB8000090890BD480880B011D4C0242F5201603003F530302F236614C002D4D38E9F12CA7614551857EA1C3080
SRM,1758170369464,001D2F72DBCB8000090890BD480880B011D4C0242F5201603003F530302F236614C002D4D38E9F12CA7614551857EA1C3080
SSM,1758170369652,001E1865B7977148F800D0BD480C95E46CC2980838202C04753020
SRM,1758170370445,001D2672DBCB80000B0090BD480880B011D4C0C0BC8D9853000B534E39E7CB29D800D4619FC470CC00
SRM,1758170370448,001D2672DBCB80000B0090BD480880B011D4C0C0BC8D9853000B534E39E7CB29D800D4619FC470CC00
SRM,1758170370462,001D2672DBCB80000B0090BD480880B011D4C0C0BC8D9853000B534E39E7CB29D800D4619FC470CC00
SSM,1758170370622,001E1865B7977530FA00D0BD480C95E46CC2980838202C04753020
SRM,1758170371455,001D2672DBCB80000C0090BD480880B011D4C0C0BC8D9853000B534E393A8B29D79E14621FEC70D900
SRM,1758170371480,001D2672DBCB80000C0090BD480880B011D4C0C0BC8D9853000B534E393A8B29D79E14621FEC70D900
SSM,1758170371616,001E1865B7977918FC00D0BD480C95E46CC2980838202C04753020
SRM,1758170372459,001D2672DBCB80000D0090BD480880B011D4C0C0BC8D9853000B534E38814B29D73254625FE470E680
SRM,1758170372463,001D2672DBCB80000D0090BD480880B011D4C0C0BC8D9853000B534E38814B29D73254625FE470E680
SSM,1758170372620,001E1865B7977D00FE00D0BD480C95E46CC2980838202C04753020
SRM,1758170373450,001D2672DBCB80000E0090BD480880B011D4C0C0BC8D9853000B534E37A8CB29D6AF5462E01470F880
SRM,1758170373460,001D2672DBCB80000E0090BD480880B011D4C0C0BC8D9853000B534E37A8CB29D6AF5462E01470F880
SSM,1758170373613,001E1865B79780E80000D0BD480C95E46CC2980838202C04753020
SRM,1758170374452,001D2672DBCB80000F0090BD480880B011D4C0C0BC8D9853000B534E36D70B29D62CD4632030710800
SRM,1758170374453,001D2672DBCB80000F0090BD480880B011D4C0C0BC8D9853000B534E36D70B29D62CD4632030710800
SRM,1758170374453,001D2672DBCB80000F0090BD480880B011D4C0C0BC8D9853000B534E36D70B29D62CD4632030710800
SSM,1758170374606,001E1865B79784D00200D0BD480C95E46CC2980838202C04753020
SRM,1758170375480,001D2672DBCB8000100090BD480880B011D4C0C0BC8D9853000B534E35FA4B29D5A55463A010711500
SRM,1758170375480,001D2672DBCB8000100090BD480880B011D4C0C0BC8D9853000B534E35FA4B29D5A55463A010711500
SSM,1758170375607,001E1865B79788B80400D0BD480C95E46CC2980838202C04753020
SRM,1758170376464,001D2672DBCB8000110090BD480880B011D4C0C0BC8D9853000B534E35150B29D5181464202C711F00
SRM,1758170376465,001D2672DBCB8000110090BD480880B011D4C0C0BC8D9853000B534E35150B29D5181464202C711F00
SSM,1758170376618,001E1865B7978CA00600D0BD480C95E46CC2980838202C04753020
SRM,1758170377446,001D2672DBCB8000120090BD480880B011D4C0C0BC8D9853000B534E34280B29D4819464A040712900
SRM,1758170377447,001D2672DBCB8000120090BD480880B011D4C0C0BC8D9853000B534E34280B29D4819464A040712900
SRM,1758170377465,001D2672DBCB8000120090BD480880B011D4C0C0BC8D9853000B534E34280B29D4819464A040712900
SSM,1758170377616,001E1865B79790880800D0BD480C95E46CC2980838202C04753020
SRM,1758170378468,001D2672DBCB8000130090BD480880B011D4C0C0BC8D9853000B534E33360B29D3E11464E078712F00
SRM,1758170378468,001D2672DBCB8000130090BD480880B011D4C0C0BC8D9853000B534E33360B29D3E11464E078712F00
SRM,1758170378469,001D2672DBCB8000130090BD480880B011D4C0C0BC8D9853000B534E33360B29D3E11464E078712F00
SSM,1758170378606,001E1865B79794700A00D0BD480C95E46CC2980838202C04753020
SRM,1758170379451,001D2672DBCB8000140090BD480880B011D4C0C0BC8D9853000B534E32428B29D33C94652078713280
SRM,1758170379485,001D2672DBCB8000140090BD480880B011D4C0C0BC8D9853000B534E32428B29D33C94652078713280
SSM,1758170379609,001E1865B79798580C00D0BD480C95E46CC2980838202C04753020
SRM,1758170380465,001D2672DBCB8000150090BD480880B011D4C0C0BC8D9853000B534E31648B29D2A95465605C713280
SRM,1758170380465,001D2672DBCB8000150090BD480880B011D4C0C0BC8D9853000B534E31648B29D2A95465605C713280
SSM,1758170380623,001E1865B7979C400E00D0BD480C95E46CC2980838202C04753020
SRM,1758170381446,001D2672DBCB8000160090BD480880B011D4C0C0BC8D9853000B534E306D4B29D20A9465A02C713280
SRM,1758170381447,001D2672DBCB8000160090BD480880B011D4C0C0BC8D9853000B534E306D4B29D20A9465A02C713280
SSM,1758170381612,001E1865B797A0281000D0BD480C95E46CC2980838202C04753020
SRM,1758170381857,001D2672DBCB8000180090BD480980B011D4C0C0BC8D9853000B534E2FF10B29D1BDD465A018713200
SRM,1758170381862,001D2672DBCB8000180090BD480980B011D4C0C0BC8D9853000B534E2FF10B29D1BDD465A018713200
SRM,1758170382869,001D2672DBCB8000190090BD480980B011D4C0C0BC8D9853000B534E2EF68B29D12814659FEC713180
SRM,1758170382872,001D2672DBCB8000190090BD480980B011D4C0C0BC8D9853000B534E2EF68B29D12814659FEC713180
SRM,1758170383884,001D2672DBCB80001A0090BD480980B011D4C0C0BC8D9853000B534E2DFC8B29D0995465DFC8712E00
SRM,1758170383884,001D2672DBCB80001A0090BD480980B011D4C0C0BC8D9853000B534E2DFC8B29D0995465DFC8712E00
SRM,1758176894830,001D2672DC020000010090BD4C0C80501EA174C0BC8D9853000B534E10FB0B299F0E94790FF8718E80
SRM,1758176894831,001D2672DC020000010090BD4C0C80501EA174C0BC8D9853000B534E10FB0B299F0E94790FF8718E80
SSM,1758176895278,001E1865B8043A988E0120BD4C0C95E46CC2980C08201407A85D28
SRM,1758176895841,001D2672DC020000020090BD4C0C80501EA174C0BC8D9853000B534E10B5CB29A0D154790FBC718680
SRM,1758176895857,001D2672DC020000020090BD4C0C80501EA174C0BC8D9853000B534E10B5CB29A0D154790FBC718680
SSM,1758176896273,001E1865B8043E80900128BD4C0C95E46CC2980C10201407A85D28
SRM,1758176896841,001D2672DC020000030090BD4C0C80501EA174C0BC8D9853000B534E1079CB29A28BD4788F90717F00
SRM,1758176896845,001D2672DC020000030090BD4C0C80501EA174C0BC8D9853000B534E1079CB29A28BD4788F90717F00
SSM,1758176897277,001E1865B8044268920130BD4C0C95E46CC2980C18201407A85D28
SRM,1758176897836,001D2672DC020000040090BD4C0C80501EA174C0BC8D9853000B534E1048CB29A43E9477CF4C717500
SRM,1758176897844,001D2672DC020000040090BD4C0C80501EA174C0BC8D9853000B534E1048CB29A43E9477CF4C717500
SSM,1758176898301,001E1865B8044650940138BD4C0C95E46CC2980C20201407A85D28
SRM,1758176898843,001D2672DC020000050090BD4C0C80501EA174C0BC8D9853000B534E101DCB29A5EE14770F1C717480
SRM,1758176898880,001D2672DC020000050090BD4C0C80501EA174C0BC8D9853000B534E101DCB29A5EE14770F1C717480
SSM,1758176899285,001E1865B8044A38960140BD4C0C95E46CC2980C28201407A85D28
SRM,1758176899835,001D2672DC020000060090BD4C0C80501EA174C0BC8D9853000B534E0FF94B29A79854760F0C717080
SRM,1758176899856,001D2672DC020000060090BD4C0C80501EA174C0BC8D9853000B534E0FF94B29A79854760F0C717080
SSM,1758176900266,001E1865B8044E20980148BD4C0C95E46CC2980C30201407A85D28
SRM,1758176900834,001D2672DC020000070090BD4C0C80501EA174C0BC8D9853000B534E0FDB0B29A93F54754ECC716A00
SRM,1758176900840,001D2672DC020000070090BD4C0C80501EA174C0BC8D9853000B534E0FDB0B29A93F54754ECC716A00
SSM,1758176901276,001E1865B80452089A0150BD4C0C95E46CC2980C38201407A85D28
SRM,1758176901829,001D2672DC020000080090BD4C0C80501EA174C0BC8D9853000B534E0FC24B29AAE014744EB8716480
SRM,1758176901830,001D2672DC020000080090BD4C0C80501EA174C0BC8D9853000B534E0FC24B29AAE014744EB8716480
SSM,1758176902276,001E1865B80455F09C0158BD4C0C95E46CC2980C40201407A85D28
SRM,1758176902855,001D2672DC020000090090BD4C0C80501EA174C0BC8D9853000B534E0FAB0B29AC7F94730EAC716480
SRM,1758176902855,001D2672DC020000090090BD4C0C80501EA174C0BC8D9853000B534E0FAB0B29AC7F94730EAC716480
SSM,1758176903267,001E1865B80459D89E0160BD4C0C95E46CC2980C48201407A85D28
SRM,1758176903829,001D2672DC0200000A0090BD4C0C80501EA174C0BC8D9853000B534E0F950B29AE1D94720EB4716380
SRM,1758176903837,001D2672DC0200000A0090BD4C0C80501EA174C0BC8D9853000B534E0F950B29AE1D94720EB4716380
SSM,1758176904286,001E1865B8045DC0A00168BD4C0C95E46CC2980C50201407A85D28
SRM,1758176904860,001D2672DC0200000B0090BD4C0C80501EA174C0BC8D9853000B534E0F7F4B29AFB99470CEB4716300
SRM,1758176904860,001D2672DC0200000B0090BD4C0C80501EA174C0BC8D9853000B534E0F7F4B29AFB99470CEB4716300
SSM,1758176905271,001E1865B80461A8A20170BD4C0C95E46CC2980C58201407A85D28
SRM,1758176905843,001D2672DC0200000C0090BD4C0C80501EA174C0BC8D9853000B534E0F69CB29B152546F4EA4716200
SRM,1758176905845,001D2672DC0200000C0090BD4C0C80501EA174C0BC8D9853000B534E0F69CB29B152546F4EA4716200
SSM,1758176906278,001E1865B8046590A40178BD4C0C95E46CC2980C60201407A85D28
SRM,1758176906839,001D2672DC0200000D0090BD4C0C80501EA174C0BC8D9853000B534E0F554B29B2EA946E0E94715E80
SSM,1758176907268,001E1865B8046978A60180BD4C0C95E46CC2980C68201407A85D28
SRM,1758176907847,001D2672DC0200000E0090BD4C0C80501EA174C0BC8D9853000B534E0F410B29B484D46C8E98715E80
SSM,1758176908267,001E1865B8046D60A80188BD4C0C95E46CC2980C70201407A85D28
SRM,1758176908835,001D2672DC0200000F0090BD4C0C80501EA174C0BC8D9853000B534E0F2B8B29B61CD46ACEA8716180
SSM,1758176909275,001E1865B8047148AA0190BD4C0C95E46CC2980C78201407A85D28
SRM,1758176909829,001D2672DC020000100090BD4C0C80501EA174C0BC8D9853000B534E0F130B29B7B21468CECC715900
SRM,1758176909829,001D2672DC020000100090BD4C0C80501EA174C0BC8D9853000B534E0F130B29B7B21468CECC715900
SSM,1758176910283,001E1865B8047530AC0198BD4C0C95E46CC2980C80201407A85D28
SRM,1758176910837,001D2672DC020000110090BD4C0C80501EA174C0BC8D9853000B534E0EF88B29B92F14678EE0713F00
SRM,1758176910848,001D2672DC020000110090BD4C0C80501EA174C0BC8D9853000B534E0EF88B29B92F14678EE0713F00
SSM,1758176911309,001E1865B8047918AE01A0BD4C0C95E46CC2980C88201407A85D28
SRM,1758176911836,001D2672DC020000120090BD4C0C80501EA174C0BC8D9853000B534E0EE2CB29BA8E94664EBC712000
SRM,1758176911840,001D2672DC020000120090BD4C0C80501EA174C0BC8D9853000B534E0EE2CB29BA8E94664EBC712000
SSM,1758176912296,001E1865B8047D00B001A8BD4C0C95E46CC2980C90201407A85D28
SRM,1758176912849,001D2672DC020000130090BD4C0C80501EA174C0BC8D9853000B534E0ED10B29BBC994658E98710200
SRM,1758176912849,001D2672DC020000130090BD4C0C80501EA174C0BC8D9853000B534E0ED10B29BBC994658E98710200
SSM,1758176913283,001E1865B80480E8B201B0BD4C0C95E46CC2980C98201407A85D28
SRM,1758176913833,001D2672DC020000140090BD4C0C80501EA174C0BC8D9853000B534E0EC28B29BCDFD4650EA070E580
SRM,1758176913839,001D2672DC020000140090BD4C0C80501EA174C0BC8D9853000B534E0EC28B29BCDFD4650EA070E580
SSM,1758176914275,001E1865B80484D0B401B8BD4C0C95E46CC2980CA0201407A85D28
SRM,1758176914836,001D2672DC020000150090BD4C0C80501EA174C0BC8D9853000B534E0EB4CB29BDD3D464CEBC70C480
SRM,1758176914837,001D2672DC020000150090BD4C0C80501EA174C0BC8D9853000B534E0EB4CB29BDD3D464CEBC70C480
SSM,1758176915268,001E1865B80488B8B601C0BD4C0C95E46CC2980CA8201407A85D28
SRM,1758176915837,001D2672DC020000160090BD4C0C80501EA174C0BC8D9853000B534E0EA8CB29BEA254648EAC70A300
SRM,1758176915837,001D2672DC020000160090BD4C0C80501EA174C0BC8D9853000B534E0EA8CB29BEA254648EAC70A300
SSM,1758176916269,001E1865B8048CA0B801C8BD4C0C95E46CC2980CB0201407A85D28
SRM,1758176916837,001D2672DC020000170090BD4C0C80501EA174C0BC8D9853000B534E0EA00B29BF4614644EB0707D00
SRM,1758176916839,001D2672DC020000170090BD4C0C80501EA174C0BC8D9853000B534E0EA00B29BF4614644EB0707D00
SSM,1758176917383,001E1865B8049088BA01D0BD4C0C95E46CC2980CB8201407A85D28
SRM,1758176917830,001D2672DC020000180090BD4C0C80501EA174C0BC8D9853000B534E0E9B0B29BFC314644E9C705C00
SRM,1758176917830,001D2672DC020000180090BD4C0C80501EA174C0BC8D9853000B534E0E9B0B29BFC314644E9C705C00
SSM,1758176918275,001E1865B8049470BC01D8BD4C0C95E46CC2980CC0201407A85D28
SRM,1758176918837,001D2672DC020000190090BD4C0C80501EA174C0BC8D9853000B534E0E968B29C01614648E78703700
SRM,1758176918837,001D2672DC020000190090BD4C0C80501EA174C0BC8D9853000B534E0E968B29C01614648E78703700
SSM,1758176919278,001E1865B8049858BE01E0BD4C0C95E46CC2980CC8201407A85D28
SRM,1758176919846,001D2672DC0200001A0090BD4C0C80501EA174C0BC8D9853000B534E0E94CB29C03E14648E0C701680
SRM,1758176919876,001D2672DC0200001A0090BD4C0C80501EA174C0BC8D9853000B534E0E94CB29C03E14648E0C701680
SSM,1758176920281,001E1865B8049C40C001E8BD4C0C95E46CC2980CD0201407A85D28
SRM,1758176920844,001D2672DC0200001B0090BD4C0C80501EA174C0BC8D9853000B534E0E944B29C050D4648E0C700880
SRM,1758176920851,001D2672DC0200001B0090BD4C0C80501EA174C0BC8D9853000B534E0E944B29C050D4648E0C700880
SSM,1758176921268,001E1865B804A028C201F0BD4C0C95E46CC2980CD8201407A85D28
SRM,1758176921829,001D2672DC0200001C0090BD4C0C80501EA174C0BC8D9853000B534E0E940B29C05254648E0C700000
SRM,1758176921830,001D2672DC0200001C0090BD4C0C80501EA174C0BC8D9853000B534E0E940B29C05254648E0C700000
SSM,1758176922274,001E1865B804A410C401F8BD4C0C95E46CC2980CE0201407A85D28
SRM,1758176922836,001D2672DC0200001D0090BD4C0C80501EA174C0BC8D9853000B534E0E944B29C05194644E0C700000
SRM,1758176922837,001D2672DC0200001D0090BD4C0C80501EA174C0BC8D9853000B534E0E944B29C05194644E0C700000
SSM,1758176923269,001E1865B804A7F8C60200BD4C0C95E46CC2980CE8201407A85D28
SRM,1758176923825,001D2672DC0200001E0090BD4C0C80501EA174C0BC8D9853000B534E0E940B29C05094648E0C700000
SRM,1758176923825,001D2672DC0200001E0090BD4C0C80501EA174C0BC8D9853000B534E0E940B29C05094648E0C700000
SSM,1758176924266,001E1865B804ABE0C80208BD4C0C95E46CC2980CF0201407A85D28
SRM,1758176965077,001D2672DC028000010090BD481080201F1A62C0BC8D9853000B534E0EFE4B29C516D466496C70AC80
SRM,1758176965077,001D2672DC028000010090BD481080201F1A62C0BC8D9853000B534E0EFE4B29C516D466496C70AC80
SRM,1758176965078,001D2672DC028000010090BD481080201F1A62C0BC8D9853000B534E0EFE4B29C516D466496C70AC80
SSM,1758176965225,001E1865B80561A81200D8BD480C95E46CC2981008200807C69890
SRM,1758176966077,001D2672DC028000020090BD481080201F1A62C0BC8D9853000B534E0F5D8B29C5B79466077870B180
SRM,1758176966078,001D2672DC028000020090BD481080201F1A62C0BC8D9853000B534E0F5D8B29C5B79466077870B180
SSM,1758176966212,001E1865B80565901400E0BD480C95E46CC2981008200807C698A0
SRM,1758176967075,001D2672DC028000030090BD481080201F1A62C0BC8D9853000B534E0FDC0B29C63E9466056C70BC00
SRM,1758176967077,001D2672DC028000030090BD481080201F1A62C0BC8D9853000B534E0FDC0B29C63E9466056C70BC00
SSM,1758176967271,001E1865B80569781600E0BD480C95E46CC2981008200807C698A0
SRM,1758176968071,001D2F72DC028000050890BD481080201F1A62242F5205200408430AB02F236614C002D4D3841D02CA71A8851970D51C3060
SRM,1758176968071,001D2F72DC028000050890BD481080201F1A62242F5205200408430AB02F236614C002D4D3841D02CA71A8851970D51C3060
SRM,1758176968072,001D2F72DC028000050890BD481080201F1A62242F5205200408430AB02F236614C002D4D3841D02CA71A8851970D51C3060
SRM,1758176968084,001D2F72DC028000070890BD48148010210C2A242F5204600807C698B02F236614C002D4D3841D02CA71A8851970D51C3060
SRM,1758176968202,001D2F72DC028000070890BD48148010210C2A242F5204600807C698B02F236614C002D4D3841D02CA71A8851970D51C3060
SSM,1758176968394,001E1865B8056D601800E8BD480C95E46CC2981428200408430A90
SRM,1758176969085,001D2F72DC028000080890BD48148010210C2A242F5204600807C698B02F236614C002D4D3844822CA71BB251970A41C3440
SRM,1758176969092,001D2F72DC028000080890BD48148010210C2A242F5204600807C698B02F236614C002D4D3844822CA71BB251970A41C3440
SRM,1758176969111,001D2F72DC028000080890BD48148010210C2A242F5204600807C698B02F236614C002D4D3844822CA71BB251970A41C3440
SSM,1758176969427,001E1865B80571481A00F0BD480C95E46CC2981428200408430AA0
SRM,1758176970078,001D2F72DC028000090890BD48148010210C2A242F5204600807C698B02F236614C002D4D3847752CA71CE351960A11C3A00
SRM,1758176970079,001D2F72DC028000090890BD48148010210C2A242F5204600807C698B02F236614C002D4D3847752CA71CE351960A11C3A00
SRM,1758176970079,001D2F72DC028000090890BD48148010210C2A242F5204600807C698B02F236614C002D4D3847752CA71CE351960A11C3A00
SSM,1758176970434,001E1865B80575301C00F0BD480C95E46CC2981428200408430AA0
SRM,1758176971080,001D2672DC0280000B0090BD48148010210C2AC0BC8D9853000B534E12B10B29C796546502EC710000
SRM,1758176971082,001D2672DC0280000B0090BD48148010210C2AC0BC8D9853000B534E12B10B29C796546502EC710000
SSM,1758176971425,001E1865B80579181E00F0BD480C95E46CC2981428200408430AA0
SRM,1758176972078,001D2672DC0280000C0090BD48148010210C2AC0BC8D9853000B534E13990B29C801D4648304711980
SRM,1758176972079,001D2672DC0280000C0090BD48148010210C2AC0BC8D9853000B534E13990B29C801D4648304711980
SSM,1758176972439,001E1865B8057D002000F0BD480C95E46CC2981428200408430AA0
SRM,1758176973081,001D2672DC0280000D0090BD48148010210C2AC0BC8D9853000B534E14908B29C875D4644320712F00
SRM,1758176973084,001D2672DC0280000D0090BD48148010210C2AC0BC8D9853000B534E14908B29C875D4644320712F00
SSM,1758176973429,001E1865B80580E82200F0BD480C95E46CC2981428200408430AA0
SRM,1758176974077,001D2672DC0280000E0090BD48148010210C2AC0BC8D9853000B534E1597CB29C8F3D463C338714100
SRM,1758176974077,001D2672DC0280000E0090BD48148010210C2AC0BC8D9853000B534E1597CB29C8F3D463C338714100
SRM,1758176974080,001D2672DC0280000E0090BD48148010210C2AC0BC8D9853000B534E1597CB29C8F3D463C338714100
SSM,1758176974439,001E1865B80584D02400F0BD480C95E46CC2981428200408430AA0
SRM,1758176975096,001D2672DC0280000F0090BD48148010210C2AC0BC8D9853000B534E16AD4B29C975D4634320714D80
SRM,1758176975096,001D2672DC0280000F0090BD48148010210C2AC0BC8D9853000B534E16AD4B29C975D4634320714D80
SRM,1758176975103,001D2672DC0280000F0090BD48148010210C2AC0BC8D9853000B534E16AD4B29C975D4634320714D80
SSM,1758176975426,001E1865B80588B82600F0BD480C95E46CC2981428200408430AA0
SRM,1758176976122,001D2672DC028000100090BD48148010210C2AC0BC8D9853000B534E17BC0B29CA099463C3D0714580
SRM,1758176976123,001D2672DC028000100090BD48148010210C2AC0BC8D9853000B534E17BC0B29CA099463C3D0714580
SRM,1758176976141,001D2672DC028000100090BD48148010210C2AC0BC8D9853000B534E17BC0B29CA099463C3D0714580
SSM,1758176976437,001E1865B8058CA02800F0BD480C95E46CC2981428200408430AA0
SRM,1758176977113,001D2672DC028000110090BD48148010210C2AC0BC8D9853000B534E18E2CB29CA871462432C715500
SRM,1758176977118,001D2672DC028000110090BD48148010210C2AC0BC8D9853000B534E18E2CB29CA871462432C715500
SRM,1758176977118,001D2672DC028000110090BD48148010210C2AC0BC8D9853000B534E18E2CB29CA871462432C715500
SSM,1758176977462,001E1865B80590882A00F0BD480C95E46CC2981428200408430AA0
SRM,1758176978104,001D2672DC028000120090BD48148010210C2AC0BC8D9853000B534E1A1D8B29CB211462C364716F00
SRM,1758176978105,001D2672DC028000120090BD48148010210C2AC0BC8D9853000B534E1A1D8B29CB211462C364716F00
SRM,1758176978105,001D2672DC028000120090BD48148010210C2AC0BC8D9853000B534E1A1D8B29CB211462C364716F00
SSM,1758176978446,001E1865B80594702C00F0BD480C95E46CC2981428200408430AA0
SRM,1758176979084,001D2672DC028000130090BD48148010210C2AC0BC8D9853000B534E1B5E0B29CBB55462C350717980
SRM,1758176979086,001D2672DC028000130090BD48148010210C2AC0BC8D9853000B534E1B5E0B29CBB55462C350717980
SRM,1758176979086,001D2672DC028000130090BD48148010210C2AC0BC8D9853000B534E1B5E0B29CBB55462C350717980
SSM,1758176979456,001E1865B80598582E00F0BD480C95E46CC2981428200408430AA0
SRM,1758176980076,001D2672DC028000140090BD48148010210C2AC0BC8D9853000B534E1C9C8B29CC4B5461C330718300
SRM,1758176980077,001D2672DC028000140090BD48148010210C2AC0BC8D9853000B534E1C9C8B29CC4B5461C330718300
SRM,1758176980080,001D2672DC028000140090BD48148010210C2AC0BC8D9853000B534E1C9C8B29CC4B5461C330718300
SSM,1758176980458,001E1865B8059C403000F0BD480C95E46CC2981428200408430AA0
SRM,1758176981086,001D2672DC028000150090BD48148010210C2AC0BC8D9853000B534E1DE3CB29CCE614614314718A80
SRM,1758176981090,001D2672DC028000150090BD48148010210C2AC0BC8D9853000B534E1DE3CB29CCE614614314718A80
SRM,1758176981115,001D2672DC028000150090BD48148010210C2AC0BC8D9853000B534E1DE3CB29CCE614614314718A80
SSM,1758176981432,001E1865B805A0283200F0BD480C95E46CC2981428200408430AA0
SRM,1758176982082,001D2672DC028000160090BD48148010210C2AC0BC8D9853000B534E1F330B29CD85D460C318718E00
SRM,1758176982082,001D2672DC028000160090BD48148010210C2AC0BC8D9853000B534E1F330B29CD85D460C318718E00
SRM,1758176982089,001D2672DC028000160090BD48148010210C2AC0BC8D9853000B534E1F330B29CD85D460C318718E00
SSM,1758176982429,001E1865B805A4103400F0BD480C95E46CC2981428200408430AA0
SRM,1758176983086,001D2672DC028000170090BD48148010210C2AC0BC8D9853000B534E2088CB29CE25D4604324719180
